2024-06-13 13:16:37 | INFO | controller | 正在启动服务：
2024-06-13 13:24:46 | ERROR | stderr |           ^^^^^^^^^^^^^
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 395, in _recv
2024-06-13 13:24:46 | ERROR | stderr |     chunk = read(handle, remaining)
2024-06-13 13:24:46 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:24:46 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:24:46 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:24:46 | ERROR | stderr | Exception ignored in atexit callback: <function _exit_function at 0x7f0808ea76a0>
2024-06-13 13:24:46 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 334, in _exit_function
2024-06-13 13:24:46 | ERROR | stderr |     _run_finalizers(0)
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 300, in _run_finalizers
2024-06-13 13:24:46 | ERROR | stderr |     finalizer()
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 224, in __call__
2024-06-13 13:24:46 | ERROR | stderr |     res = self._callback(*self._args, **self._kwargs)
2024-06-13 13:24:46 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 676, in _finalize_manager
2024-06-13 13:24:46 | ERROR | stderr |     process.join(timeout=shutdown_timeout)
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 149, in join
2024-06-13 13:24:46 | ERROR | stderr |     res = self._popen.wait(timeout)
2024-06-13 13:24:46 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/popen_fork.py", line 40, in wait
2024-06-13 13:24:46 | ERROR | stderr |     if not wait([self.sentinel], timeout):
2024-06-13 13:24:46 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 947, in wait
2024-06-13 13:24:46 | ERROR | stderr |     ready = selector.select(timeout)
2024-06-13 13:24:46 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/selectors.py", line 415, in select
2024-06-13 13:24:46 | ERROR | stderr |     fd_event_list = self._selector.poll(timeout)
2024-06-13 13:24:46 | ERROR | stderr |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:24:46 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:24:46 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:24:46 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:24:50 | INFO | controller | 正在启动服务：
2024-06-13 13:24:50 | INFO | controller | 如需查看 服务日志 日志，请前往 /home/00_rag/fufan-chat-api/logs
2024-06-13 13:24:51 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m200150[0m]
2024-06-13 13:24:51 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:24:51 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:24:51 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20001[0m (Press CTRL+C to quit)
2024-06-13 13:24:53 | INFO | controller | Register a new worker: http://192.168.110.131:21001
2024-06-13 13:24:53 | INFO | controller | Register done: http://192.168.110.131:21001, {'model_names': ['zhipu-api'], 'speed': 1, 'queue_length': 0}
2024-06-13 13:24:53 | INFO | stdout | [32mINFO[0m:     192.168.110.131:35852 - "[1mPOST /register_worker HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:24:53 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m200254[0m]
2024-06-13 13:24:53 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:24:53 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:24:53 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20000[0m (Press CTRL+C to quit)
2024-06-13 13:24:54 | ERROR | stderr | Process API Server:
2024-06-13 13:24:54 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
2024-06-13 13:24:54 | ERROR | stderr |     self.run()
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 108, in run
2024-06-13 13:24:54 | ERROR | stderr |     self._target(*self._args, **self._kwargs)
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 346, in run_api_server
2024-06-13 13:24:54 | ERROR | stderr |     app = create_app()
2024-06-13 13:24:54 | ERROR | stderr |           ^^^^^^^^^^^^
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 30, in create_app
2024-06-13 13:24:54 | ERROR | stderr |     mount_app_routes(app)
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 59, in mount_app_routes
2024-06-13 13:24:54 | ERROR | stderr |     mount_knowledge_routes(app)
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 39, in mount_knowledge_routes
2024-06-13 13:24:54 | ERROR | stderr |     from server.chat.knowledge_base_chat import knowledge_base_chat
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/chat/knowledge_base_chat.py", line 9, in <module>
2024-06-13 13:24:54 | ERROR | stderr |     from server.knowledge_base.kb_service.base import KBServiceFactory
2024-06-13 13:24:54 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/knowledge_base/kb_service/base.py", line 10, in <module>
2024-06-13 13:24:54 | ERROR | stderr |     from server.db.repository.knowledge_base_repository import (
2024-06-13 13:24:54 | ERROR | stderr | ImportError: cannot import name 'add_kb_to_db' from 'server.db.repository.knowledge_base_repository' (/home/00_rag/fufan-chat-api/server/db/repository/knowledge_base_repository.py)
2024-06-13 13:25:24 | WARNING | controller | Sending SIGKILL to {'zhipu-api': <Process name='api_worker - zhipu-api (200255)' pid=200255 parent=199960 started daemon>}
2024-06-13 13:25:24 | WARNING | controller | Sending SIGKILL to {}
2024-06-13 13:25:24 | WARNING | controller | Sending SIGKILL to <Process name='controller (200150)' pid=200150 parent=199960 started daemon>
2024-06-13 13:25:24 | WARNING | controller | Sending SIGKILL to <Process name='openai_api (200254)' pid=200254 parent=199960 started daemon>
2024-06-13 13:25:24 | WARNING | controller | Sending SIGKILL to <Process name='API Server (200389)' pid=200389 parent=199960 stopped exitcode=1 daemon>
2024-06-13 13:25:24 | INFO | controller | Process status: {'zhipu-api': <Process name='api_worker - zhipu-api (200255)' pid=200255 parent=199960 started daemon>}
2024-06-13 13:25:24 | INFO | controller | Process status: {}
2024-06-13 13:25:24 | INFO | controller | Process status: <Process name='controller (200150)' pid=200150 parent=199960 started daemon>
2024-06-13 13:25:24 | INFO | controller | Process status: <Process name='openai_api (200254)' pid=200254 parent=199960 started daemon>
2024-06-13 13:25:24 | INFO | controller | Process status: <Process name='API Server (200389)' pid=200389 parent=199960 stopped exitcode=1 daemon>
2024-06-13 13:25:24 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 580, in <module>
2024-06-13 13:25:24 | ERROR | stderr |     loop.run_until_complete(start_main_server())
2024-06-13 13:25:24 | ERROR | stderr |                             ^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 489, in start_main_server
2024-06-13 13:25:24 | ERROR | stderr |     api_started.wait()
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 1097, in wait
2024-06-13 13:25:24 | ERROR | stderr |     return self._callmethod('wait', (timeout,))
2024-06-13 13:25:24 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 822, in _callmethod
2024-06-13 13:25:24 | ERROR | stderr |     kind, result = conn.recv()
2024-06-13 13:25:24 | ERROR | stderr |                    ^^^^^^^^^^^
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 250, in recv
2024-06-13 13:25:24 | ERROR | stderr |     buf = self._recv_bytes()
2024-06-13 13:25:24 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 430, in _recv_bytes
2024-06-13 13:25:24 | ERROR | stderr |     buf = self._recv(4)
2024-06-13 13:25:24 | ERROR | stderr |           ^^^^^^^^^^^^^
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 395, in _recv
2024-06-13 13:25:24 | ERROR | stderr |     chunk = read(handle, remaining)
2024-06-13 13:25:24 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:24 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:25:24 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:25:24 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:25:25 | ERROR | stderr | Exception ignored in atexit callback: <function _exit_function at 0x7fb291a036a0>
2024-06-13 13:25:25 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 334, in _exit_function
2024-06-13 13:25:25 | ERROR | stderr |     _run_finalizers(0)
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 300, in _run_finalizers
2024-06-13 13:25:25 | ERROR | stderr |     finalizer()
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/util.py", line 224, in __call__
2024-06-13 13:25:25 | ERROR | stderr |     res = self._callback(*self._args, **self._kwargs)
2024-06-13 13:25:25 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 676, in _finalize_manager
2024-06-13 13:25:25 | ERROR | stderr |     process.join(timeout=shutdown_timeout)
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 149, in join
2024-06-13 13:25:25 | ERROR | stderr |     res = self._popen.wait(timeout)
2024-06-13 13:25:25 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/popen_fork.py", line 40, in wait
2024-06-13 13:25:25 | ERROR | stderr |     if not wait([self.sentinel], timeout):
2024-06-13 13:25:25 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 947, in wait
2024-06-13 13:25:25 | ERROR | stderr |     ready = selector.select(timeout)
2024-06-13 13:25:25 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/selectors.py", line 415, in select
2024-06-13 13:25:25 | ERROR | stderr |     fd_event_list = self._selector.poll(timeout)
2024-06-13 13:25:25 | ERROR | stderr |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:25:25 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:25:25 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:25:25 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:25:29 | INFO | controller | 正在启动服务：
2024-06-13 13:25:29 | INFO | controller | 如需查看 服务日志 日志，请前往 /home/00_rag/fufan-chat-api/logs
2024-06-13 13:25:30 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m201273[0m]
2024-06-13 13:25:30 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:25:30 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:25:30 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20001[0m (Press CTRL+C to quit)
2024-06-13 13:25:32 | INFO | controller | Register a new worker: http://192.168.110.131:21001
2024-06-13 13:25:32 | INFO | controller | Register done: http://192.168.110.131:21001, {'model_names': ['zhipu-api'], 'speed': 1, 'queue_length': 0}
2024-06-13 13:25:32 | INFO | stdout | [32mINFO[0m:     192.168.110.131:38024 - "[1mPOST /register_worker HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:25:32 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m201412[0m]
2024-06-13 13:25:32 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:25:32 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:25:32 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20000[0m (Press CTRL+C to quit)
2024-06-13 13:25:33 | ERROR | stderr | Process API Server:
2024-06-13 13:25:33 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
2024-06-13 13:25:33 | ERROR | stderr |     self.run()
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 108, in run
2024-06-13 13:25:33 | ERROR | stderr |     self._target(*self._args, **self._kwargs)
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 346, in run_api_server
2024-06-13 13:25:33 | ERROR | stderr |     app = create_app()
2024-06-13 13:25:33 | ERROR | stderr |           ^^^^^^^^^^^^
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 30, in create_app
2024-06-13 13:25:33 | ERROR | stderr |     mount_app_routes(app)
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 59, in mount_app_routes
2024-06-13 13:25:33 | ERROR | stderr |     mount_knowledge_routes(app)
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 39, in mount_knowledge_routes
2024-06-13 13:25:33 | ERROR | stderr |     from server.chat.knowledge_base_chat import knowledge_base_chat
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/chat/knowledge_base_chat.py", line 9, in <module>
2024-06-13 13:25:33 | ERROR | stderr |     from server.knowledge_base.kb_service.base import KBServiceFactory
2024-06-13 13:25:33 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/knowledge_base/kb_service/base.py", line 10, in <module>
2024-06-13 13:25:33 | ERROR | stderr |     from server.db.repository.knowledge_base_repository import (
2024-06-13 13:25:33 | ERROR | stderr | ImportError: cannot import name 'add_kb_to_db' from 'server.db.repository.knowledge_base_repository' (/home/00_rag/fufan-chat-api/server/db/repository/knowledge_base_repository.py)
2024-06-13 13:26:16 | WARNING | controller | Sending SIGKILL to {'zhipu-api': <Process name='api_worker - zhipu-api (201413)' pid=201413 parent=201131 started daemon>}
2024-06-13 13:26:16 | WARNING | controller | Sending SIGKILL to {}
2024-06-13 13:26:16 | WARNING | controller | Sending SIGKILL to <Process name='controller (201273)' pid=201273 parent=201131 started daemon>
2024-06-13 13:26:16 | WARNING | controller | Sending SIGKILL to <Process name='openai_api (201412)' pid=201412 parent=201131 started daemon>
2024-06-13 13:26:16 | WARNING | controller | Sending SIGKILL to <Process name='API Server (201578)' pid=201578 parent=201131 stopped exitcode=1 daemon>
2024-06-13 13:26:16 | INFO | controller | Process status: {'zhipu-api': <Process name='api_worker - zhipu-api (201413)' pid=201413 parent=201131 started daemon>}
2024-06-13 13:26:16 | INFO | controller | Process status: {}
2024-06-13 13:26:16 | INFO | controller | Process status: <Process name='controller (201273)' pid=201273 parent=201131 started daemon>
2024-06-13 13:26:16 | INFO | controller | Process status: <Process name='openai_api (201412)' pid=201412 parent=201131 started daemon>
2024-06-13 13:26:16 | INFO | controller | Process status: <Process name='API Server (201578)' pid=201578 parent=201131 stopped exitcode=1 daemon>
2024-06-13 13:26:16 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 580, in <module>
2024-06-13 13:26:16 | ERROR | stderr |     loop.run_until_complete(start_main_server())
2024-06-13 13:26:16 | ERROR | stderr |                             ^^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 489, in start_main_server
2024-06-13 13:26:16 | ERROR | stderr |     api_started.wait()
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 1097, in wait
2024-06-13 13:26:16 | ERROR | stderr |     return self._callmethod('wait', (timeout,))
2024-06-13 13:26:16 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 822, in _callmethod
2024-06-13 13:26:16 | ERROR | stderr |     kind, result = conn.recv()
2024-06-13 13:26:16 | ERROR | stderr |                    ^^^^^^^^^^^
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 250, in recv
2024-06-13 13:26:16 | ERROR | stderr |     buf = self._recv_bytes()
2024-06-13 13:26:16 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 430, in _recv_bytes
2024-06-13 13:26:16 | ERROR | stderr |     buf = self._recv(4)
2024-06-13 13:26:16 | ERROR | stderr |           ^^^^^^^^^^^^^
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 395, in _recv
2024-06-13 13:26:16 | ERROR | stderr |     chunk = read(handle, remaining)
2024-06-13 13:26:16 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:16 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:26:16 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:26:16 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:26:23 | INFO | controller | 正在启动服务：
2024-06-13 13:26:23 | INFO | controller | 如需查看 服务日志 日志，请前往 /home/00_rag/fufan-chat-api/logs
2024-06-13 13:26:24 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m202420[0m]
2024-06-13 13:26:24 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:26:24 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:26:24 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20001[0m (Press CTRL+C to quit)
2024-06-13 13:26:26 | INFO | controller | Register a new worker: http://192.168.110.131:21001
2024-06-13 13:26:26 | INFO | controller | Register done: http://192.168.110.131:21001, {'model_names': ['zhipu-api'], 'speed': 1, 'queue_length': 0}
2024-06-13 13:26:26 | INFO | stdout | [32mINFO[0m:     192.168.110.131:35732 - "[1mPOST /register_worker HTTP/1.1[0m" [32m200 OK[0m
2024-06-13 13:26:26 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m202498[0m]
2024-06-13 13:26:26 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2024-06-13 13:26:26 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2024-06-13 13:26:26 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://192.168.110.131:20000[0m (Press CTRL+C to quit)
2024-06-13 13:26:27 | ERROR | stderr | Process API Server:
2024-06-13 13:26:27 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:26:27 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 314, in _bootstrap
2024-06-13 13:26:27 | ERROR | stderr |     self.run()
2024-06-13 13:26:27 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/process.py", line 108, in run
2024-06-13 13:26:27 | ERROR | stderr |     self._target(*self._args, **self._kwargs)
2024-06-13 13:26:27 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 346, in run_api_server
2024-06-13 13:26:27 | ERROR | stderr |     app = create_app()
2024-06-13 13:26:27 | ERROR | stderr |           ^^^^^^^^^^^^
2024-06-13 13:26:27 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 30, in create_app
2024-06-13 13:26:27 | ERROR | stderr |     mount_app_routes(app)
2024-06-13 13:26:27 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 59, in mount_app_routes
2024-06-13 13:26:27 | ERROR | stderr |     mount_knowledge_routes(app)
2024-06-13 13:26:27 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/api_router.py", line 39, in mount_knowledge_routes
2024-06-13 13:26:27 | ERROR | stderr |     from server.chat.knowledge_base_chat import knowledge_base_chat
2024-06-13 13:26:27 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/server/chat/knowledge_base_chat.py", line 43
2024-06-13 13:26:27 | ERROR | stderr |     # history = [History.from_data(h) for h in history]
2024-06-13 13:26:27 | ERROR | stderr |                                                        ^
2024-06-13 13:26:27 | ERROR | stderr | IndentationError: expected an indented block after function definition on line 12
2024-06-13 13:26:34 | WARNING | controller | Sending SIGKILL to {'zhipu-api': <Process name='api_worker - zhipu-api (202499)' pid=202499 parent=202157 started daemon>}
2024-06-13 13:26:34 | WARNING | controller | Sending SIGKILL to {}
2024-06-13 13:26:34 | WARNING | controller | Sending SIGKILL to <Process name='controller (202420)' pid=202420 parent=202157 started daemon>
2024-06-13 13:26:34 | WARNING | controller | Sending SIGKILL to <Process name='openai_api (202498)' pid=202498 parent=202157 started daemon>
2024-06-13 13:26:34 | WARNING | controller | Sending SIGKILL to <Process name='API Server (202633)' pid=202633 parent=202157 stopped exitcode=1 daemon>
2024-06-13 13:26:34 | INFO | controller | Process status: {'zhipu-api': <Process name='api_worker - zhipu-api (202499)' pid=202499 parent=202157 started daemon>}
2024-06-13 13:26:34 | INFO | controller | Process status: {}
2024-06-13 13:26:34 | INFO | controller | Process status: <Process name='controller (202420)' pid=202420 parent=202157 started daemon>
2024-06-13 13:26:34 | INFO | controller | Process status: <Process name='openai_api (202498)' pid=202498 parent=202157 started daemon>
2024-06-13 13:26:34 | INFO | controller | Process status: <Process name='API Server (202633)' pid=202633 parent=202157 stopped exitcode=1 daemon>
2024-06-13 13:26:34 | ERROR | stderr | Traceback (most recent call last):
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 580, in <module>
2024-06-13 13:26:34 | ERROR | stderr |     loop.run_until_complete(start_main_server())
2024-06-13 13:26:34 | ERROR | stderr |                             ^^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 489, in start_main_server
2024-06-13 13:26:34 | ERROR | stderr |     api_started.wait()
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 1097, in wait
2024-06-13 13:26:34 | ERROR | stderr |     return self._callmethod('wait', (timeout,))
2024-06-13 13:26:34 | ERROR | stderr |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/managers.py", line 822, in _callmethod
2024-06-13 13:26:34 | ERROR | stderr |     kind, result = conn.recv()
2024-06-13 13:26:34 | ERROR | stderr |                    ^^^^^^^^^^^
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 250, in recv
2024-06-13 13:26:34 | ERROR | stderr |     buf = self._recv_bytes()
2024-06-13 13:26:34 | ERROR | stderr |           ^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 430, in _recv_bytes
2024-06-13 13:26:34 | ERROR | stderr |     buf = self._recv(4)
2024-06-13 13:26:34 | ERROR | stderr |           ^^^^^^^^^^^^^
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/util/anaconda3/envs/fufan-chat/lib/python3.11/multiprocessing/connection.py", line 395, in _recv
2024-06-13 13:26:34 | ERROR | stderr |     chunk = read(handle, remaining)
2024-06-13 13:26:34 | ERROR | stderr |             ^^^^^^^^^^^^^^^^^^^^^^^
2024-06-13 13:26:34 | ERROR | stderr |   File "/home/00_rag/fufan-chat-api/startup.py", line 368, in f
2024-06-13 13:26:34 | ERROR | stderr |     raise KeyboardInterrupt(f"{signalname} received")
2024-06-13 13:26:34 | ERROR | stderr | KeyboardInterrupt: SIGINT received
2024-06-13 13:26:38 | INFO | controller | 正在启动服务：
2024-06-13 13:26:38 | INFO | controller | 如需查看 服务日志 日志，请前往 /home/00_rag/fufan-chat-api/logs
2024-06-13 13:26:39 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m203000[0m]
